# Location,CB
# Site,F12
# PitID,2
# Date/Local Time,2020-02-26T12:41
# UTM Zone,13N
# Easting (m),328529
# Northing (m),4310830
# Latitude (deg),38.92965
# Longitude (deg),-106.97818
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),-1.7
# Total Depth (cm),93
# Surveyors,ES
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Light
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,Closed (>70%)
# Comments:,nan
