# Location,CB
# Site,Upper
# PitID,1
# Date/Local Time,2020-02-26T13:30
# UTM Zone,13N
# Easting,327525
# Northing,4311259
# Latitude,38.93331
# Longitude,-106.98987
# Depth (cm),Temperature (deg C)
105.0,-8.0
100.0,-10.9
90.0,-10.4
80.0,-8.9
70.0,-6.5
60.0,-5.4
50.0,-4.6
40.0,-4.0
30.0,-3.4
20.0,-3.1
10.0,-2.6
0.0,-2.1
