# Location,CB
# Site,O2
# PitID,2
# Date/Local Time,2020-02-01T09:50
# UTM Zone,13N
# Easting (m),328495
# Northing (m),4310497
# Latitude (deg),38.92664
# Longitude (deg),-106.97849
# Slope (deg),NaN
# Aspect (deg),S
# Air Temp (deg C),-6
# Total Depth (cm),91
# Surveyors,"ER, MR"
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,"ELEVATION 3126 M, PIT SHADED BY TALL TREE SHOWDOWS"
