# Location,CB
# Site,F12
# PitID,2
# Date/Local Time,2020-04-28T14:15
# UTM Zone,13N
# Easting (m),328530
# Northing (m),4310840
# Latitude (deg),38.92974
# Longitude (deg),-106.97817
# Slope (deg),18
# Aspect (deg),59
# Air Temp (deg C),8.5
# Total Depth (cm),100
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,Closed (>70%)
# Comments:,nan
