# Location,NW
# Site,OF
# PitID,4
# Date/Local Time,2020-05-13T11:15
# UTM Zone,13N
# Easting,452914
# Northing,4431858
# Latitude,40.03563
# Longitude,-105.5519
# Top (cm),Bottom (cm),Density A (kg/m3),Density B (kg/m3),Density C (kg/m3)
45.0,35.0,385.0,351.0,377.0
35.0,25.0,364.0,346.0,NaN
25.0,15.0,417.0,374.0,396.0
15.0,5.0,396.0,384.0,NaN
