# Location,NW
# Site,OF
# PitID,4
# Date/Local Time,2020-05-13T11:15
# UTM Zone,13N
# Easting (m),452914
# Northing (m),4431858
# Latitude (deg),40.03563
# Longitude (deg),-105.5519
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),12.9
# Total Depth (cm),45
# Surveyors,"AM, ES"
# Weather,nan
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Shrub
# Vegetation Depth,
# Tree Canopy,No Trees
# Comments:,nan
