# Location,NW
# Site,OF
# PitID,2
# Date/Local Time,2020-02-12T13:10
# UTM Zone,13N
# Easting,452901
# Northing,4431878
# Latitude,40.03581
# Longitude,-105.55206
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
59.0,58.0,< 1 mm,NaN,NaN,NaN,Melt ice lense
58.0,49.0,< 1 mm,NaN,NaN,NaN,fresh rounds
49.0,24.0,< 1 mm,NaN,NaN,NaN,compact rounds
24.0,11.0,< 1 mm,NaN,NaN,NaN,small facets
11.0,0.0,> 6 mm,NaN,NaN,NaN,large facets
