# Location,NW
# Site,OF
# PitID,2
# Date/Local Time,2020-02-12T13:10
# UTM Zone,13N
# Easting,452901
# Northing,4431878
# Latitude,40.03581
# Longitude,-105.55206
# Top (cm),Bottom (cm),Density A (kg/m3),Density B (kg/m3),Density C (kg/m3)
59.0,49.0,120.0,130.0,NaN
49.0,39.0,139.0,136.0,NaN
39.0,29.0,186.0,180.0,NaN
29.0,19.0,247.0,236.0,NaN
19.0,9.0,240.0,229.0,NaN
