# Location,NW
# Site,OF
# PitID,2
# Date/Local Time,2020-02-12T13:10
# UTM Zone,13N
# Easting (m),452901
# Northing (m),4431878
# Latitude (deg),40.03581
# Longitude (deg),-105.55206
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),NaN
# Total Depth (cm),59
# Surveyors,AM
# Weather,nan
# Precip,Heavy
# Sky,Overcast(complete cover)
# Wind,Light
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,"Grass,Shrub"
# Vegetation Depth,20
# Tree Canopy,Open (20-70%)
# Comments:,nan
