# Location,NW
# Site,OF
# PitID,2
# Date/Local Time,2020-02-12T13:10
# UTM Zone,13N
# Easting,452901
# Northing,4431878
# Latitude,40.03581
# Longitude,-105.55206
# Depth (cm),Temperature (deg C)
59.0,-6.6
50.0,-7.0
40.0,-5.3
30.0,-3.5
20.0,-2.2
10.0,-1.0
0.0,-0.3
