# Location,CB
# Site,Aspen
# PitID,1
# Date/Local Time,2020-04-27T09:45
# UTM Zone,13N
# Easting (m),329131
# Northing (m),4310327
# Latitude (deg),38.92524
# Longitude (deg),-106.97112
# Slope (deg),5
# Aspect (deg),34
# Air Temp (deg C),NaN
# Total Depth (cm),95
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,
# Vegetation Depth,10
# Tree Canopy,Open (20-70%)
# Comments:,"Elevation: 9,930 ft"
