# Location,CB
# Site,F14
# PitID,3
# Date/Local Time,2020-05-12T13:30
# UTM Zone,13N
# Easting (m),328593
# Northing (m),4310759
# Latitude (deg),38.92902
# Longitude (deg),-106.97743
# Slope (deg),4
# Aspect (deg),86
# Air Temp (deg C),5.5
# Total Depth (cm),65
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Calm
# Ground Condition,Moist
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,15
# Tree Canopy,Closed (>70%)
# Comments:,nan
