# Location,CB
# Site,Upper
# PitID,3
# Date/Local Time,2020-02-26T14:00
# UTM Zone,13N
# Easting,327528
# Northing,4311272
# Latitude,38.93343
# Longitude,-106.98983
# Depth (cm),Temperature (deg C)
118.0,-7.6
110.0,-8.9
100.0,-8.7
90.0,-7.5
80.0,-5.7
70.0,-4.3
60.0,-37.0
50.0,-3.6
40.0,-3.3
30.0,-3.0
20.0,-2.6
10.0,-2.4
0.0,-1.8
