# Location,CB
# Site,O6
# PitID,1
# Date/Local Time,2020-04-27T13:45
# UTM Zone,13N
# Easting (m),328369
# Northing (m),4310519
# Latitude (deg),38.92682
# Longitude (deg),-106.97995
# Slope (deg),5
# Aspect (deg),140
# Air Temp (deg C),8.5
# Total Depth (cm),93
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,"elev: 10,360'"
