# Location,CB
# Site,O6
# PitID,1
# Date/Local Time,2020-04-27T13:45
# UTM Zone,13N
# Easting,328369
# Northing,4310519
# Latitude,38.92682
# Longitude,-106.97995
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
95.0,90.0,NaN,MF,F,V,NaN
90.0,86.0,NaN,MFCR,P,W,Breaking down MFcr/IF
86.0,76.0,NaN,MF,4F,V,NaN
76.0,74.0,NaN,IF,P,W,NaN
74.0,66.0,NaN,MF,1F,V,NaN
66.0,63.0,NaN,MF,P,S,Wetting front
63.0,42.0,NaN,MF,F+,V,NaN
42.0,0.0,NaN,MF,F,V,NaN
