# Location,CB
# Site,O4
# PitID,2
# Date/Local Time,2020-02-26T13:30
# UTM Zone,13N
# Easting (m),328427
# Northing (m),4310480
# Latitude (deg),38.92648
# Longitude (deg),-106.97927
# Slope (deg),0
# Aspect (deg),5
# Air Temp (deg C),-5
# Total Depth (cm),121
# Surveyors,"LH, ER"
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Light
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,No Trees
# Comments:,Tare: 792g           Elev: 3143m
