# Location,CB
# Site,Upper
# PitID,2
# Date/Local Time,2020-04-29T11:15
# UTM Zone,13N
# Easting (m),327507
# Northing (m),4311265
# Latitude (deg),38.93337
# Longitude (deg),-106.99008
# Slope (deg),0
# Aspect (deg),4
# Air Temp (deg C),10.2
# Total Depth (cm),95
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,25
# Tree Canopy,Closed (>70%)
# Comments:,"Elev: 11,137"
