# Location,CB
# Site,O2
# PitID,3
# Date/Local Time,2020-02-01T12:20
# UTM Zone,13N
# Easting (m),328494
# Northing (m),4310500
# Latitude (deg),38.92667
# Longitude (deg),-106.9785
# Slope (deg),NaN
# Aspect (deg),S
# Air Temp (deg C),-0.6
# Total Depth (cm),97
# Surveyors,"LH, ER"
# Weather,nan
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,nan
