# Location,Niwot Ridge
# Site,Saddle
# PitID,CONWSA
# Date/Local Time,2020-03-04T10:06
# UTM Zone,13N
# Easting,449623
# Northing,4434025
# Latitude,40.05497
# Longitude,-105.59065
# Depth (cm),Temperature (deg C)
97.0,-5.0
92.0,-10.0
85.0,-10.0
75.0,-9.0
65.0,-7.0
55.0,-7.0
45.0,-6.0
35.0,-4.0
25.0,-4.0
15.0,-5.0
5.0,-4.0
0.0,-4.0
