# Location,Fraser
# Site,JPL #2
# PitID,COFEJ2
# Date/Local Time,2019-12-10T12:45
# UTM Zone,13N
# Easting (m),424573
# Northing (m),4417710
# Latitude (deg),39.90612
# Longitude (deg),-105.88242
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),NaN
# Total Depth (cm),45
# Surveyors,C. Quant
# WISe Serial No,nan
# Weather,"Few clouds, calm winds, clearing"
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,"Variable density. No surface temperature measurement taken  Soil
moisture: Delta-T, Probe A: 10.1%, 8.6%, 7.1%"
