# Location,CB
# Site,O4
# PitID,1
# Date/Local Time,2020-04-28T08:30
# UTM Zone,13N
# Easting (m),328460
# Northing (m),4310445
# Latitude (deg),38.92617
# Longitude (deg),-106.97888
# Slope (deg),3
# Aspect (deg),120
# Air Temp (deg C),6
# Total Depth (cm),99
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Overcast(complete cover)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,25
# Tree Canopy,No Trees
# Comments:,Overcast
