# Location,Grand Mesa
# Site,County Line Open
# PitID,COGMCO
# Date/Local Time,2020-02-26T07:15
# UTM Zone,12N
# Easting,756903
# Northing,4324357
# Latitude,39.03053
# Longitude,-108.03217
# Depth (cm),Temperature (deg C)
113.0,-27.9
110.0,-24.5
100.0,-15.7
90.0,-10.0
80.0,-7.4
70.0,-6.4
60.0,-5.7
50.0,-5.0
40.0,-4.6
30.0,-3.8
20.0,-3.2
10.0,-2.6
0.0,-2.0
