# Location,NW
# Site,FN
# PitID,1
# Date/Local Time,2020-01-22T12:45
# UTM Zone,13N
# Easting,452757
# Northing,452757
# Latitude,4.09605
# Longitude,-105.42564
# Depth (cm),Temperature (deg C)
73.0,-7.0
70.0,-6.0
60.0,-5.7
50.0,-5.0
40.0,-4.0
30.0,-4.0
20.0,-3.5
10.0,-3.5
0.0,-2.5
