# Location,NW
# Site,FN
# PitID,1
# Date/Local Time,2020-01-22T12:45
# UTM Zone,13N
# Easting,452757
# Northing,452757
# Latitude,4.09605
# Longitude,-105.42564
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
73.0,70.0,< 1 mm,DF,F,M,Newer Snow
70.0,50.0,< 1 mm,FR,4F,D,"Older, More compact"
50.0,34.0,2-4 mm,RG,4F,D,harder packed
34.0,0.0,2-4 mm,FC,1F,D,compact
