# Location,CB
# Site,F14
# PitID,2
# Date/Local Time,2020-02-26T10:07
# UTM Zone,13N
# Easting (m),328559
# Northing (m),4310736
# Latitude (deg),38.92881
# Longitude (deg),-106.97781
# Slope (deg),0
# Aspect (deg),0
# Air Temp (deg C),-12.1
# Total Depth (cm),84
# Surveyors,HB
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,Open (20-70%)
# Comments:,Tare: 789g
