# Location,NW
# Site,FN
# PitID,4
# Date/Local Time,2020-05-13T10:48
# UTM Zone,13N
# Easting,452731
# Northing,4431645
# Latitude,40.0337
# Longitude,-105.55403
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
113.0,99.0,2-4 mm,NaN,NaN,NaN,Melt
99.0,94.0,[],NaN,NaN,NaN,ice lense
94.0,62.0,< 1 mm,NaN,NaN,NaN,compact
62.0,59.0,[],NaN,NaN,NaN,ice lense
59.0,55.0,< 1 mm,NaN,NaN,NaN,compact
55.0,0.0,2-4 mm,NaN,NaN,NaN,large facets/round
