# Location,NW
# Site,OF
# PitID,1
# Date/Local Time,2020-01-22T11:40
# UTM Zone,13N
# Easting (m),452872
# Northing (m),4431903
# Latitude (deg),40.03604
# Longitude (deg),-105.5524
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),NaN
# Total Depth (cm),28
# Surveyors,HB
# Weather,Windy
# Precip,Light
# Sky,Broken (> 1/2 of sky)
# Wind,Extreme
# Ground Condition,Frozen
# Ground Roughness,Rugged
# Ground Vegetation,"Grass,Shrub"
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,"781g Tare, elevation 3998"
