# Location,Fraser
# Site,JPL #1
# PitID,COFEJ1
# Date/Local Time,2019-12-19T11:00
# UTM Zone,13N
# Easting (m),424539
# Northing (m),4417649
# Latitude (deg),39.90557
# Longitude (deg),-105.88281
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),-5
# Total Depth (cm),61
# Surveyors,"C. Quant, K. Elder"
# WISe Serial No,nan
# Weather,High Cirrus
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,"light surface hoar  Soil moisture  Delta-T Unit B   5.0%, 4.4%, 4.3%
Density 10-5 profile A taken with 250 cc cutter"
