# Location,CB
# Site,F12
# PitID,1
# Date/Local Time,2020-04-28T14:00
# UTM Zone,13N
# Easting (m),328526
# Northing (m),4310840
# Latitude (deg),38.92974
# Longitude (deg),-106.97822
# Slope (deg),12
# Aspect (deg),108
# Air Temp (deg C),8
# Total Depth (cm),72
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Bare
# Vegetation Depth,
# Tree Canopy,Closed (>70%)
# Comments:,"Elev: 10,334'"
