# Location,CB
# Site,O4
# PitID,1
# Date/Local Time,2020-02-01T10:00
# UTM Zone,13N
# Easting (m),328432
# Northing (m),4310463
# Latitude (deg),38.92632
# Longitude (deg),-106.97921
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),-1.6
# Total Depth (cm),110
# Surveyors,AK
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,45
# Tree Canopy,No Trees
# Comments:,Elevation-3180 m
