# Location,Cameron Pass
# Site,Joe Wright
# PitID,COCPJW
# Date/Local Time,2019-12-18T11:25
# UTM Zone,13N
# Easting,424321
# Northing,4486308
# Latitude,40.52405
# Longitude,-105.89345
# HN (cm) A,HN (cm) B,HN (cm) C,SWE (mm) A,SWE (mm) B,SWE (mm) C,Evidence of Melt
NaN,NaN,NaN,NaN,NaN,NaN,No
