# Location,Cameron Pass
# Site,Joe Wright
# PitID,COCPJW
# Date/Local Time,2020-02-19T10:04
# UTM Zone,13N
# Easting,424321
# Northing,4486308
# Latitude,40.52405
# Longitude,-105.89345
# Count,HS (cm)
1,146
2,151
3,151
4,151
5,159
6,154
7,156
8,156
9,NaN
