# Location,CB
# Site,O4
# PitID,3
# Date/Local Time,2020-02-26T14:25
# UTM Zone,13N
# Easting,328429
# Northing,4310464
# Latitude,38.92633
# Longitude,-106.97924
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
127.0,110.0,NaN,NaN,NaN,NaN,Fresh snow
110.0,73.0,NaN,NaN,NaN,NaN,soft
73.0,70.0,NaN,NaN,NaN,NaN,ice lense
70.0,53.0,NaN,NaN,NaN,NaN,soft
53.0,15.0,NaN,NaN,NaN,NaN,facets
15.0,0.0,NaN,NaN,NaN,NaN,large facets
