# Location,CB
# Site,F13
# PitID,1
# Date/Local Time,2020-04-28T12:30
# UTM Zone,13N
# Easting (m),328567
# Northing (m),4310799
# Latitude (deg),38.92938
# Longitude (deg),-106.97774
# Slope (deg),9
# Aspect (deg),95
# Air Temp (deg C),9.4
# Total Depth (cm),95
# Surveyors,IH
# Weather,Clouds/cold cleared; temp up
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,No Trees
# Comments:,nan
