# Location,Fraser
# Site,SNB #1
# PitID,COFEB1
# Date/Local Time,2020-02-05T13:00
# UTM Zone,13N
# Easting,424968
# Northing,4417802
# Latitude,39.90698
# Longitude,-105.87781
"# Top
(cm)","Bottom
(cm)",Avg Density (kg/m3),Permittivity A,Permittivity B,LWC-vol A (%),LWC-vol B (%)
99.0,89.0,94.0,NaN,NaN,NaN,NaN
89.0,79.0,120.0,NaN,NaN,NaN,NaN
79.0,69.0,217.0,NaN,NaN,NaN,NaN
69.0,59.0,244.0,NaN,NaN,NaN,NaN
59.0,49.0,236.5,NaN,NaN,NaN,NaN
49.0,39.0,250.0,NaN,NaN,NaN,NaN
39.0,29.0,245.0,NaN,NaN,NaN,NaN
29.0,19.0,255.0,NaN,NaN,NaN,NaN
