# Location,CB
# Site,O4
# PitID,2
# Date/Local Time,2020-04-28T09:00
# UTM Zone,13N
# Easting (m),328450
# Northing (m),4310448
# Latitude (deg),38.92619
# Longitude (deg),-106.979
# Slope (deg),2
# Aspect (deg),147
# Air Temp (deg C),6.7
# Total Depth (cm),95
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Overcast(complete cover)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,25
# Tree Canopy,No Trees
# Comments:,nan
