# Location,Fraser
# Site,SNB #1
# PitID,COFEB1
# Date/Local Time,2020-03-11T13:00
# UTM Zone,13N
# Easting (m),424968
# Northing (m),4417802
# Latitude (deg),39.90698
# Longitude (deg),-105.87781
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),4
# Total Depth (cm),90
# Surveyors,"C. Quant, D. Craaybeek"
# WISe Serial No,WIS028A
# Weather,nan
# Precip,None
# Sky,Overcast(complete cover)
# Wind,Moderate
# Ground Condition,Moist
# Ground Roughness,Rough
# Ground Vegetation,Deadfall
# Vegetation Depth,30
# Tree Canopy,No Trees
# Comments:,"Deadfall in bottom of pit, ice lenses variably distributed throughout
profile.  Soil moisture - Delta-T Unit A, 2.3% (only one sample)
Note: There was likely a LWC instrument calibration error."
