# Location,CB
# Site,O4
# PitID,1
# Date/Local Time,2020-02-26T12:30
# UTM Zone,13N
# Easting (m),328426
# Northing (m),4310481
# Latitude (deg),38.92648
# Longitude (deg),-106.97928
# Slope (deg),0
# Aspect (deg),SE
# Air Temp (deg C),-2
# Total Depth (cm),123
# Surveyors,"LH, ER"
# Weather,"Clear, Sunny, No Wind"
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Light
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,No Trees
# Comments:,Tare: 798g           113-103: Ice Lense Sample
