# Location,CB
# Site,F14
# PitID,1
# Date/Local Time,2020-05-12T12:30
# UTM Zone,13N
# Easting (m),328597
# Northing (m),4310766
# Latitude (deg),38.92908
# Longitude (deg),-106.97738
# Slope (deg),8
# Aspect (deg),81
# Air Temp (deg C),6
# Total Depth (cm),75
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Calm
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,15
# Tree Canopy,Closed (>70%)
# Comments:,Elev: 10280'
