# Location,CB
# Site,F14
# PitID,2
# Date/Local Time,2020-04-28T10:45
# UTM Zone,13N
# Easting (m),328585
# Northing (m),4310766
# Latitude (deg),38.92908
# Longitude (deg),-106.97752
# Slope (deg),12
# Aspect (deg),105
# Air Temp (deg C),7.5
# Total Depth (cm),96
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,10
# Tree Canopy,Closed (>70%)
# Comments:,"elev: 10,300'"
