# Location,CB
# Site,O2
# PitID,1
# Date/Local Time,2020-02-26T10:18
# UTM Zone,13N
# Easting (m),328484
# Northing (m),4310498
# Latitude (deg),38.92665
# Longitude (deg),-106.97862
# Slope (deg),0
# Aspect (deg),SE
# Air Temp (deg C),-11
# Total Depth (cm),121
# Surveyors,"LH, ER"
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,
# Tree Canopy,No Trees
# Comments:,Tare: 764g
