# Location,CB
# Site,F13
# PitID,1
# Date/Local Time,2020-05-12T11:15
# UTM Zone,13N
# Easting (m),328563
# Northing (m),4310813
# Latitude (deg),38.9295
# Longitude (deg),-106.97779
# Slope (deg),7
# Aspect (deg),74
# Air Temp (deg C),7
# Total Depth (cm),70
# Surveyors,IH
# Weather,Up clouds with convection
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,40
# Tree Canopy,Closed (>70%)
# Comments:,nan
