# Location,CB
# Site,F12
# PitID,2
# Date/Local Time,2020-05-12T10:45
# UTM Zone,13N
# Easting,328510
# Northing,4310838
# Latitude,38.92972
# Longitude,-106.9784
# Top (cm),Bottom (cm),Grain Size (mm),Grain Type,Hand Hardness,Manual Wetness,Comments
74.0,70.0,NaN,PP,F,V,Slush/new snow/rain
70.0,67.0,NaN,IF,K,W,Ice lens
67.0,30.0,NaN,MF,1F,W,NaN
30.0,0.0,NaN,MF,F,W,NaN
