# Location,CB
# Site,F12
# PitID,2
# Date/Local Time,2020-05-12T10:45
# UTM Zone,13N
# Easting (m),328510
# Northing (m),4310838
# Latitude (deg),38.92972
# Longitude (deg),-106.9784
# Slope (deg),7
# Aspect (deg),70
# Air Temp (deg C),6.5
# Total Depth (cm),70
# Surveyors,IH
# Weather,"Partly cloudy, fog dissapated"
# Precip,None
# Sky,Scattered (1/4 - 1/2 of sky)
# Wind,Calm
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,40
# Tree Canopy,Closed (>70%)
# Comments:,"Elev: 10,400'"
