# Location,CB
# Site,O6
# PitID,2
# Date/Local Time,2020-02-26T14:58
# UTM Zone,13N
# Easting,328380
# Northing,4310499
# Latitude,38.92664
# Longitude,-106.97982
# Depth (cm),Temperature (deg C)
128.0,-6.5
120.0,-7.0
110.0,-8.5
100.0,-8.0
90.0,-5.5
80.0,-5.0
70.0,-4.8
60.0,-4.5
50.0,-3.8
40.0,-3.5
30.0,-3.0
20.0,-3.2
10.0,-2.5
0.0,-2.0
