# Location,CB
# Site,F12 
# PitID,3
# Date/Local Time,2020-02-01T13:05
# UTM Zone,13N
# Easting (m),328533
# Northing (m),4310845
# Latitude (deg),38.92978
# Longitude (deg),-106.97814
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),0
# Total Depth (cm),69
# Surveyors,ES
# Weather,"sunny, near 32 degrees F"
# Precip,None
# Sky,Scattered (1/4 - 1/2 of sky)
# Wind,Calm
# Ground Condition,Moist
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,10
# Tree Canopy,Open (20-70%)
# Comments:,nan
