# Location,CB
# Site,F12 
# PitID,3
# Date/Local Time,2020-02-01T13:05
# UTM Zone,13N
# Easting,328533
# Northing,4310845
# Latitude,38.92978
# Longitude,-106.97814
# Depth (cm),Temperature (deg C)
69.0,0.8
60.0,-2.1
50.0,-3.4
40.0,-2.7
30.0,-1.5
20.0,-0.7
10.0,0.2
0.0,0.8
