# Location,CB
# Site,F12 
# PitID,3
# Date/Local Time,2020-02-01T13:05
# UTM Zone,13N
# Easting,328533
# Northing,4310845
# Latitude,38.92978
# Longitude,-106.97814
# Top (cm),Bottom (cm),Density A (kg/m3),Density B (kg/m3),Density C (kg/m3)
69.0,59.0,176.0,172.0,NaN
59.0,49.0,241.0,232.0,NaN
49.0,39.0,275.0,250.0,NaN
39.0,29.0,268.0,276.0,NaN
29.0,19.0,291.0,289.0,NaN
19.0,9.0,306.0,300.0,NaN
