# Location,CB
# Site,Upper
# PitID,2
# Date/Local Time,2020-05-12T09:30
# UTM Zone,13N
# Easting (m),327513
# Northing (m),4311257
# Latitude (deg),38.93329
# Longitude (deg),-106.99
# Slope (deg),2
# Aspect (deg),12
# Air Temp (deg C),4.5
# Total Depth (cm),75
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Scattered (1/4 - 1/2 of sky)
# Wind,Calm
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,15
# Tree Canopy,Open (20-70%)
# Comments:,nan
