# Location,CB
# Site,Upper
# PitID,1
# Date/Local Time,2020-02-02T10:30
# UTM Zone,13N
# Easting (m),327522
# Northing (m),4311264
# Latitude (deg),38.93336
# Longitude (deg),-106.9899
# Slope (deg),0
# Aspect (deg),W
# Air Temp (deg C),-2
# Total Depth (cm),82
# Surveyors,"AK, GC"
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,Closed (>70%)
# Comments:,Elevation: 3397m
