# Location,Fraser
# Site,SNB #1
# PitID,COFEB1
# Date/Local Time,2019-12-19T14:04
# UTM Zone,13N
# Easting,424968
# Northing,4417802
# Latitude,39.90698
# Longitude,-105.87781
"# Top
(cm)","Bottom
(cm)",Avg Density (kg/m3),Permittivity A,Permittivity B,LWC-vol A (%),LWC-vol B (%)
60.0,50.0,127.0,NaN,NaN,NaN,NaN
50.0,40.0,182.0,NaN,NaN,NaN,NaN
40.0,30.0,208.0,NaN,NaN,NaN,NaN
30.0,20.0,288.0,NaN,NaN,NaN,NaN
20.0,10.0,240.0,NaN,NaN,NaN,NaN
