# Location,Fraser
# Site,SNB #1
# PitID,COFEB1
# Date/Local Time,2019-12-19T14:04
# UTM Zone,13N
# Easting (m),424968
# Northing (m),4417802
# Latitude (deg),39.90698
# Longitude (deg),-105.87781
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),NaN
# Total Depth (cm),60
# Surveyors,"C. Quant, B. Droll "
# WISe Serial No,nan
# Weather,High cirrus
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rugged
# Ground Vegetation,"Grass,Deadfall"
# Vegetation Depth,"45,10"
# Tree Canopy,No Trees
# Comments:,"Tall Brush, 10-15 cm stacked deadfall, lots of brush in samples  Brush
in density sample at 50-40cm (profile A). 250cc density cutter used to
sample profile from 40-10cm."
