# Location,CB
# Site,O6
# PitID,3
# Date/Local Time,2020-04-27T14:45
# UTM Zone,13N
# Easting (m),328364
# Northing (m),4310516
# Latitude (deg),38.92679
# Longitude (deg),-106.98001
# Slope (deg),7
# Aspect (deg),132
# Air Temp (deg C),6.5
# Total Depth (cm),90
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Scattered (1/4 - 1/2 of sky)
# Wind,Calm
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,nan
