# Location,Senator Beck
# Site,Swamp Angel
# PitID,COSBSA
# Date/Local Time,2020-02-19T14:46
# UTM Zone,13N
# Easting,261641
# Northing,4198978
# Latitude,37.90714
# Longitude,-107.71121
# Depth (cm),Temperature (deg C)
163.0,-5.0
160.0,-2.6
150.0,-5.2
140.0,-6.6
130.0,-5.9
120.0,-5.2
110.0,-4.6
100.0,-4.0
90.0,-3.6
80.0,-3.1
70.0,-2.7
60.0,-2.2
50.0,-1.8
40.0,-1.5
30.0,-1.1
20.0,-0.8
10.0,-0.5
0.0,-0.2
