# Location,CB
# Site,F12
# PitID,1
# Date/Local Time,2020-02-26T00:00
# UTM Zone,13N
# Easting (m),328522
# Northing (m),4310837
# Latitude (deg),38.92971
# Longitude (deg),-106.97826
# Slope (deg),NaN
# Aspect (deg),NaN
# Air Temp (deg C),-6.8
# Total Depth (cm),96
# Surveyors,ES
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Shrub
# Vegetation Depth,15
# Tree Canopy,Open (20-70%)
# Comments:,nan
