# Location,CB
# Site,O6
# PitID,1
# Date/Local Time,2020-02-01T14:00
# UTM Zone,13N
# Easting (m),328385
# Northing (m),4310503
# Latitude (deg),38.92667
# Longitude (deg),-106.97976
# Slope (deg),NaN
# Aspect (deg),SW
# Air Temp (deg C),1.5
# Total Depth (cm),89
# Surveyors,"LH, ER"
# Weather,"sunny but over cast, high thin clouds"
# Precip,None
# Sky,Overcast(complete cover)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,30
# Tree Canopy,No Trees
# Comments:,nan
