# Location,CB
# Site,F12
# PitID,3
# Date/Local Time,2020-04-28T14:45
# UTM Zone,13N
# Easting (m),328528
# Northing (m),4310844
# Latitude (deg),38.92977
# Longitude (deg),-106.9782
# Slope (deg),9
# Aspect (deg),75
# Air Temp (deg C),7.5
# Total Depth (cm),100
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Few (< 1/4 of sky)
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,Closed (>70%)
# Comments:,"elev: 10,360'"
