# Location,Boise River Basin
# Site,Banner Snotel
# PitID,IDBRBS
# Date/Local Time,2020-01-09T10:30
# UTM Zone,11N
# Easting,640819
# Northing,4907111
# Latitude,44.30361
# Longitude,-115.23456
"# Top
(cm)","Bottom
(cm)",Avg Density (kg/m3),Permittivity A,Permittivity B,LWC-vol A (%),LWC-vol B (%)
93.0,83.0,40.0,NaN,NaN,NaN,NaN
83.0,73.0,86.0,NaN,NaN,NaN,NaN
73.0,63.0,106.0,NaN,NaN,NaN,NaN
63.0,53.0,130.5,NaN,NaN,NaN,NaN
53.0,43.0,195.0,NaN,NaN,NaN,NaN
43.0,33.0,227.0,NaN,NaN,NaN,NaN
33.0,23.0,255.0,NaN,NaN,NaN,NaN
23.0,13.0,269.0,NaN,NaN,NaN,NaN
15.0,5.0,332.0,NaN,NaN,NaN,NaN
