# Location,Cameron Pass
# Site,Michigan River
# PitID,COCPMR
# Date/Local Time,2020-02-19T13:14
# UTM Zone,13N
# Easting,424441
# Northing,4485707
# Latitude,40.51865
# Longitude,-105.89196
# Count,HS (cm)
1,124
2,138
3,139
4,135
5,128
6,128
7,124
8,125
9,NaN
