# Location,CB
# Site,O2
# PitID,2
# Date/Local Time,2020-04-27T12:15
# UTM Zone,13N
# Easting (m),328507
# Northing (m),4310484
# Latitude (deg),38.92653
# Longitude (deg),-106.97835
# Slope (deg),9
# Aspect (deg),120
# Air Temp (deg C),9.3
# Total Depth (cm),82
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Clear
# Wind,Light
# Ground Condition,Saturated
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,20
# Tree Canopy,No Trees
# Comments:,nan
