# Location,Grand Mesa
# Site,Skyway Tree
# PitID,COGMST
# Date/Local Time,2020-03-21T12:55
# UTM Zone,12N
# Easting (m),754171
# Northing (m),4325869
# Latitude (deg),39.04494
# Longitude (deg),-108.06313
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),-5.8
# Total Depth (cm),102
# Surveyors,J. Lund
# WISe Serial No,WIS009A
# Weather,"Overcast, but thin clouds (so sunny). But during measurements, it started snowing lightly as well. Weather very variable during measurements: warm, sunny, snowing, blowing, etc."
# Precip,Light
# Sky,Overcast(complete cover)
# Wind,Light
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Bare
# Vegetation Depth,
# Tree Canopy,Open (20-70%)
# Comments:,"Temp start: 13:33.  Temp stop: 13:43.  Density 72-62cm had bad crust,
no second measurement."
