# Location,Cameron Pass
# Site,Michigan River
# PitID,COCPMR
# Date/Local Time,2020-03-11T13:00
# UTM Zone,13N
# Easting,424441
# Northing,4485707
# Latitude,40.51865
# Longitude,-105.89196
# Depth (cm),Temperature (deg C)
115.0,-0.6
110.0,-2.1
100.0,-3.8
90.0,-3.7
80.0,-3.3
70.0,-3.0
60.0,-2.5
50.0,-2.2
40.0,-1.8
30.0,-1.2
20.0,-0.8
10.0,-0.3
0.0,0.0
