# Location,CB
# Site,F13
# PitID,3
# Date/Local Time,2020-05-12T12:00
# UTM Zone,13N
# Easting (m),328563
# Northing (m),4310812
# Latitude (deg),38.92949
# Longitude (deg),-106.97779
# Slope (deg),5
# Aspect (deg),58
# Air Temp (deg C),6
# Total Depth (cm),51
# Surveyors,IH
# Weather,nan
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Calm
# Ground Condition,Moist
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,5
# Tree Canopy,Closed (>70%)
# Comments:,"Elev: 10,340'"
