# Location,East River
# Site,Gothic
# PitID,COERGT
# Date/Local Time,2020-01-17T10:15
# UTM Zone,13N
# Easting,327531
# Northing,4314139
# Latitude,38.95925
# Longitude,-106.99052
"# Top
(cm)","Bottom
(cm)",Avg Density (kg/m3),Permittivity A,Permittivity B,LWC-vol A (%),LWC-vol B (%)
84.0,74.0,79.5,NaN,NaN,NaN,NaN
74.0,64.0,171.5,NaN,NaN,NaN,NaN
64.0,54.0,203.5,NaN,NaN,NaN,NaN
54.0,44.0,239.0,NaN,NaN,NaN,NaN
44.0,34.0,266.0,NaN,NaN,NaN,NaN
34.0,24.0,278.5,NaN,NaN,NaN,NaN
24.0,14.0,290.0,NaN,NaN,NaN,NaN
14.0,4.0,287.0,NaN,NaN,NaN,NaN
